scheme_code,date,nav
118632,22-03-2022,212.5369
118632,23-03-2022,213.3809
118632,24-03-2022,215.8992
118632,25-03-2022,215.1174
118632,26-03-2022,213.8775
118632,27-03-2022,213.4665
118632,28-03-2022,215.9683
118632,29-03-2022,216.6198
118632,30-03-2022,214.7596
118632,31-03-2022,215.4786
118632,01-04-2022,215.6737
118632,02-04-2022,216.2831
118632,03-04-2022,215.8522
118632,04-04-2022,215.3161
118632,05-04-2022,214.8153
118632,06-04-2022,212.9536
118632,07-04-2022,213.0833
118632,08-04-2022,213.9181
118632,09-04-2022,213.8424
118632,10-04-2022,213.2745
118632,11-04-2022,210.1474
118632,12-04-2022,210.4162
118632,13-04-2022,209.5392
118632,14-04-2022,208.5064
118632,15-04-2022,207.0275
118632,16-04-2022,208.4716
118632,17-04-2022,212.5261
118632,18-04-2022,212.8954
118632,19-04-2022,213.2114
118632,20-04-2022,213.3149
118632,21-04-2022,211.2147
118632,22-04-2022,210.0343
118632,23-04-2022,210.6223
118632,24-04-2022,214.5319
118632,25-04-2022,214.1464
118632,26-04-2022,214.5325
118632,27-04-2022,214.1775
118632,28-04-2022,211.985
118632,29-04-2022,213.3504
118632,30-04-2022,215.386
118632,01-05-2022,215.6897
118632,02-05-2022,214.3228
118632,03-05-2022,216.7059
118632,04-05-2022,213.2947
118632,05-05-2022,214.4953
118632,06-05-2022,217.554
118632,07-05-2022,215.6957
118632,08-05-2022,213.7007
118632,09-05-2022,214.1664
118632,10-05-2022,212.6225
118632,11-05-2022,209.4603
118632,12-05-2022,209.7552
118632,13-05-2022,207.3219
118632,14-05-2022,208.1232
118632,15-05-2022,205.5039
118632,16-05-2022,208.6415
118632,17-05-2022,208.3144
118632,18-05-2022,209.4631
118632,19-05-2022,210.984
118632,20-05-2022,209.2158
118632,21-05-2022,208.4966
118632,22-05-2022,211.7861
118632,23-05-2022,209.3118
118632,24-05-2022,209.3287
118632,25-05-2022,210.5631
118632,26-05-2022,211.8158
118632,27-05-2022,209.2376
118632,28-05-2022,207.125
118632,29-05-2022,207.3877
118632,30-05-2022,208.5433
118632,31-05-2022,208.3214
118632,01-06-2022,208.2769
118632,02-06-2022,206.4656
118632,03-06-2022,207.3378
118632,04-06-2022,207.4669
118632,05-06-2022,205.3281
118632,06-06-2022,208.2639
118632,07-06-2022,209.0855
118632,08-06-2022,206.1698
118632,09-06-2022,206.6174
118632,10-06-2022,206.165
118632,11-06-2022,207.0261
118632,12-06-2022,208.8917
118632,13-06-2022,207.1602
118632,14-06-2022,208.6152
118632,15-06-2022,209.7366
118632,16-06-2022,211.8143
118632,17-06-2022,215.0902
118632,18-06-2022,213.8197
118632,19-06-2022,213.2246
118632,20-06-2022,211.5038
118632,21-06-2022,211.0905
118632,22-06-2022,209.5127
118632,23-06-2022,210.2411
118632,24-06-2022,211.9413
118632,25-06-2022,213.2227
118632,26-06-2022,213.0879
118632,27-06-2022,215.9487
118632,28-06-2022,215.0761
118632,29-06-2022,219.9345
118632,30-06-2022,220.8901
118632,01-07-2022,218.8168
118632,02-07-2022,217.5759
118632,03-07-2022,218.7724
118632,04-07-2022,218.4978
118632,05-07-2022,220.3659
118632,06-07-2022,221.0806
118632,07-07-2022,220.4122
118632,08-07-2022,218.3796
118632,09-07-2022,215.4964
118632,10-07-2022,213.9621
118632,11-07-2022,215.2157
118632,12-07-2022,215.2673
118632,13-07-2022,214.2985
118632,14-07-2022,212.8224
118632,15-07-2022,213.4043
118632,16-07-2022,212.8584
118632,17-07-2022,213.2054
118632,18-07-2022,213.7803
118632,19-07-2022,211.7102
118632,20-07-2022,211.9288
118632,21-07-2022,211.5197
118632,22-07-2022,213.6225
118632,23-07-2022,215.0634
118632,24-07-2022,211.9623
118632,25-07-2022,209.9062
118632,26-07-2022,211.9282
118632,27-07-2022,214.3871
118632,28-07-2022,215.4698
118632,29-07-2022,222.3551
118632,30-07-2022,222.6556
118632,31-07-2022,225.1463
118632,01-08-2022,228.1981
118632,02-08-2022,229.3025
118632,03-08-2022,227.0231
118632,04-08-2022,228.9584
118632,05-08-2022,228.0847
118632,06-08-2022,226.5153
118632,07-08-2022,225.666
118632,08-08-2022,226.1162
118632,09-08-2022,230.5908
118632,10-08-2022,226.2932
118632,11-08-2022,228.3143
118632,12-08-2022,224.8286
118632,13-08-2022,222.891
118632,14-08-2022,223.6105
118632,15-08-2022,224.5656
118632,16-08-2022,222.8663
118632,17-08-2022,221.5271
118632,18-08-2022,222.5251
118632,19-08-2022,220.7469
118632,20-08-2022,220.4338
118632,21-08-2022,220.2204
118632,22-08-2022,217.5599
118632,23-08-2022,221.1103
118632,24-08-2022,222.1047
118632,25-08-2022,218.5943
118632,26-08-2022,218.9066
118632,27-08-2022,218.157
118632,28-08-2022,220.638
118632,29-08-2022,219.8065
118632,30-08-2022,219.8829
118632,31-08-2022,220.8387
118632,01-09-2022,221.8321
118632,02-09-2022,219.9997
118632,03-09-2022,220.4549
118632,04-09-2022,219.7578
118632,05-09-2022,219.7613
118632,06-09-2022,222.1057
118632,07-09-2022,222.1016
118632,08-09-2022,220.227
118632,09-09-2022,222.1398
118632,10-09-2022,227.0891
118632,11-09-2022,229.0966
118632,12-09-2022,225.465
118632,13-09-2022,224.358
118632,14-09-2022,225.7765
118632,15-09-2022,223.6106
118632,16-09-2022,225.1084
118632,17-09-2022,227.1949
118632,18-09-2022,225.6
118632,19-09-2022,224.3031
118632,20-09-2022,217.7404
118632,21-09-2022,214.9905
118632,22-09-2022,215.2635
118632,23-09-2022,212.5419
118632,24-09-2022,214.8445
118632,25-09-2022,212.1838
118632,26-09-2022,210.9518
118632,27-09-2022,212.1155
118632,28-09-2022,214.2851
118632,29-09-2022,210.702
118632,30-09-2022,211.4524
118632,01-10-2022,211.4371
118632,02-10-2022,209.2661
118632,03-10-2022,209.1934
118632,04-10-2022,210.2865
118632,05-10-2022,209.5982
118632,06-10-2022,209.6929
118632,07-10-2022,209.8359
118632,08-10-2022,210.4452
118632,09-10-2022,211.1198
118632,10-10-2022,213.3515
118632,11-10-2022,211.5696
118632,12-10-2022,215.7211
118632,13-10-2022,212.1634
118632,14-10-2022,211.3307
118632,15-10-2022,212.78
118632,16-10-2022,212.8017
118632,17-10-2022,211.5726
118632,18-10-2022,212.0945
118632,19-10-2022,210.7524
118632,20-10-2022,208.666
118632,21-10-2022,209.5305
118632,22-10-2022,210.7899
118632,23-10-2022,209.6696
118632,24-10-2022,211.2102
118632,25-10-2022,211.4361
118632,26-10-2022,213.2201
118632,27-10-2022,213.8268
118632,28-10-2022,212.4706
118632,29-10-2022,210.9575
118632,30-10-2022,211.7423
118632,31-10-2022,212.4438
118632,01-11-2022,212.1514
118632,02-11-2022,212.3216
118632,03-11-2022,214.81
118632,04-11-2022,211.3161
118632,05-11-2022,211.7923
118632,06-11-2022,211.1575
118632,07-11-2022,211.6977
118632,08-11-2022,213.0148
118632,09-11-2022,214.6293
118632,10-11-2022,217.0917
118632,11-11-2022,218.6799
118632,12-11-2022,218.9631
118632,13-11-2022,219.7163
118632,14-11-2022,218.7772
118632,15-11-2022,218.8502
118632,16-11-2022,218.1076
118632,17-11-2022,220.0571
118632,18-11-2022,221.7354
118632,19-11-2022,220.8794
118632,20-11-2022,225.1989
118632,21-11-2022,222.1332
118632,22-11-2022,220.0416
118632,23-11-2022,222.9451
118632,24-11-2022,223.8899
118632,25-11-2022,225.7349
118632,26-11-2022,227.4267
118632,27-11-2022,228.6505
118632,28-11-2022,226.5686
118632,29-11-2022,225.956
118632,30-11-2022,224.3681
118632,01-12-2022,227.2167
118632,02-12-2022,225.6649
118632,03-12-2022,222.6333
118632,04-12-2022,222.057
118632,05-12-2022,222.5422
118632,06-12-2022,221.4439
118632,07-12-2022,220.4774
118632,08-12-2022,220.5627
118632,09-12-2022,219.7769
118632,10-12-2022,220.1433
118632,11-12-2022,218.5701
118632,12-12-2022,218.3006
118632,13-12-2022,216.2665
118632,14-12-2022,213.3619
118632,15-12-2022,211.977
118632,16-12-2022,211.877
118632,17-12-2022,213.1226
118632,18-12-2022,215.622
118632,19-12-2022,218.1945
118632,20-12-2022,216.4787
118632,21-12-2022,216.9215
118632,22-12-2022,214.474
118632,23-12-2022,215.3077
118632,24-12-2022,214.8455
118632,25-12-2022,214.9984
118632,26-12-2022,213.8685
118632,27-12-2022,215.3903
118632,28-12-2022,218.6538
118632,29-12-2022,217.757
118632,30-12-2022,218.1846
118632,31-12-2022,219.473
118632,01-01-2023,218.9918
118632,02-01-2023,219.9816
118632,03-01-2023,218.8285
118632,04-01-2023,219.3528
118632,05-01-2023,218.1423
118632,06-01-2023,217.7867
118632,07-01-2023,218.21
118632,08-01-2023,220.423
118632,09-01-2023,219.6666
118632,10-01-2023,222.6437
118632,11-01-2023,221.0325
118632,12-01-2023,222.8818
118632,13-01-2023,222.7862
118632,14-01-2023,226.1871
118632,15-01-2023,226.1268
118632,16-01-2023,225.6455
118632,17-01-2023,225.4792
118632,18-01-2023,221.9793
118632,19-01-2023,221.6899
118632,20-01-2023,220.5251
118632,21-01-2023,220.7833
118632,22-01-2023,221.7362
118632,23-01-2023,224.3844
118632,24-01-2023,227.0298
118632,25-01-2023,226.1743
118632,26-01-2023,225.3457
118632,27-01-2023,227.2601
118632,28-01-2023,226.0441
118632,29-01-2023,228.1231
118632,30-01-2023,230.4578
118632,31-01-2023,230.4605
118632,01-02-2023,228.5024
118632,02-02-2023,230.0494
118632,03-02-2023,229.5777
118632,04-02-2023,232.3988
118632,05-02-2023,229.4627
118632,06-02-2023,228.4662
118632,07-02-2023,229.7181
118632,08-02-2023,229.9244
118632,09-02-2023,228.8695
118632,10-02-2023,229.4198
118632,11-02-2023,228.1133
118632,12-02-2023,227.1388
118632,13-02-2023,227.3224
118632,14-02-2023,228.5237
118632,15-02-2023,230.7063
118632,16-02-2023,229.533
118632,17-02-2023,226.762
118632,18-02-2023,229.7363
118632,19-02-2023,230.224
118632,20-02-2023,228.3395
118632,21-02-2023,230.8428
118632,22-02-2023,232.1892
118632,23-02-2023,234.3704
118632,24-02-2023,234.6567
118632,25-02-2023,239.3327
118632,26-02-2023,241.3914
118632,27-02-2023,240.216
118632,28-02-2023,240.8429
118632,01-03-2023,242.363
118632,02-03-2023,244.9592
118632,03-03-2023,244.628
118632,04-03-2023,246.1463
118632,05-03-2023,247.8317
118632,06-03-2023,244.9858
118632,07-03-2023,243.2361
118632,08-03-2023,238.7483
118632,09-03-2023,240.414
118632,10-03-2023,242.158
118632,11-03-2023,245.0083
118632,12-03-2023,245.7617
118632,13-03-2023,249.238
118632,14-03-2023,246.9243
118632,15-03-2023,243.7147
118632,16-03-2023,244.2334
118632,17-03-2023,245.3416
118632,18-03-2023,244.8654
118632,19-03-2023,242.5701
118632,20-03-2023,242.8071
118632,21-03-2023,241.3146
118632,22-03-2023,243.6163
118632,23-03-2023,244.4263
118632,24-03-2023,243.2394
118632,25-03-2023,243.1372
118632,26-03-2023,240.9953
118632,27-03-2023,241.102
118632,28-03-2023,242.9633
118632,29-03-2023,240.7783
118632,30-03-2023,243.4669
118632,31-03-2023,241.7173
118632,01-04-2023,239.619
118632,02-04-2023,240.5572
118632,03-04-2023,239.516
118632,04-04-2023,238.0299
118632,05-04-2023,236.6553
118632,06-04-2023,241.0932
118632,07-04-2023,241.3028
118632,08-04-2023,242.1851
118632,09-04-2023,241.4653
118632,10-04-2023,241.9524
118632,11-04-2023,242.6013
118632,12-04-2023,244.4575
118632,13-04-2023,245.7674
118632,14-04-2023,244.8244
118632,15-04-2023,244.3475
118632,16-04-2023,244.6539
118632,17-04-2023,241.3632
118632,18-04-2023,239.7513
118632,19-04-2023,241.464
118632,20-04-2023,244.228
118632,21-04-2023,243.2919
118632,22-04-2023,244.1575
118632,23-04-2023,245.6031
118632,24-04-2023,251.1056
118632,25-04-2023,255.1998
118632,26-04-2023,255.304
118632,27-04-2023,253.8395
118632,28-04-2023,251.2723
118632,29-04-2023,251.3261
118632,30-04-2023,250.1432
118632,01-05-2023,248.6998
118632,02-05-2023,247.8469
118632,03-05-2023,245.5741
118632,04-05-2023,247.9433
118632,05-05-2023,249.3027
118632,06-05-2023,249.5225
118632,07-05-2023,253.1569
118632,08-05-2023,252.4559
118632,09-05-2023,250.8854
118632,10-05-2023,253.8252
118632,11-05-2023,253.5596
118632,12-05-2023,251.2819
118632,13-05-2023,250.6173
118632,14-05-2023,248.6753
118632,15-05-2023,246.6103
118632,16-05-2023,248.2528
118632,17-05-2023,251.3061
118632,18-05-2023,249.3697
118632,19-05-2023,251.8113
118632,20-05-2023,252.0929
118632,21-05-2023,249.967
118632,22-05-2023,249.551
118632,23-05-2023,248.1001
118632,24-05-2023,248.4766
118632,25-05-2023,246.9247
118632,26-05-2023,247.6519
118632,27-05-2023,247.8552
118632,28-05-2023,247.1911
118632,29-05-2023,245.1465
118632,30-05-2023,244.0107
118632,31-05-2023,245.6358
118632,01-06-2023,247.1068
118632,02-06-2023,246.2399
118632,03-06-2023,246.2207
118632,04-06-2023,247.8903
118632,05-06-2023,245.9119
118632,06-06-2023,247.8749
118632,07-06-2023,246.8687
118632,08-06-2023,247.8592
118632,09-06-2023,246.8659
118632,10-06-2023,243.0992
118632,11-06-2023,240.3864
118632,12-06-2023,241.1756
118632,13-06-2023,242.2472
118632,14-06-2023,240.704
118632,15-06-2023,242.1
118632,16-06-2023,238.883
118632,17-06-2023,239.4485
118632,18-06-2023,237.5517
118632,19-06-2023,236.4505
118632,20-06-2023,236.4408
118632,21-06-2023,235.1537
118632,22-06-2023,234.3785
118632,23-06-2023,236.6455
118632,24-06-2023,235.5869
118632,25-06-2023,238.2474
118632,26-06-2023,237.5974
118632,27-06-2023,238.0054
118632,28-06-2023,240.6063
118632,29-06-2023,236.1821
118632,30-06-2023,234.8136
118632,01-07-2023,237.3325
118632,02-07-2023,236.9489
118632,03-07-2023,237.9847
118632,04-07-2023,237.544
118632,05-07-2023,237.1436
118632,06-07-2023,236.4487
118632,07-07-2023,237.6784
118632,08-07-2023,237.6363
118632,09-07-2023,236.3312
118632,10-07-2023,236.2109
118632,11-07-2023,237.0364
118632,12-07-2023,236.5996
118632,13-07-2023,236.4112
118632,14-07-2023,235.4338
118632,15-07-2023,235.7515
118632,16-07-2023,238.5957
118632,17-07-2023,240.8243
118632,18-07-2023,241.0372
118632,19-07-2023,242.3832
118632,20-07-2023,242.3975
118632,21-07-2023,240.253
118632,22-07-2023,240.1156
118632,23-07-2023,239.2342
118632,24-07-2023,238.1745
118632,25-07-2023,240.3933
118632,26-07-2023,243.1063
118632,27-07-2023,243.3996
118632,28-07-2023,243.4425
118632,29-07-2023,244.5927
118632,30-07-2023,241.3076
118632,31-07-2023,240.9191
118632,01-08-2023,242.2076
118632,02-08-2023,240.83
118632,03-08-2023,242.8724
118632,04-08-2023,243.7198
118632,05-08-2023,243.5393
118632,06-08-2023,245.6382
118632,07-08-2023,248.4646
118632,08-08-2023,249.3916
118632,09-08-2023,249.799
118632,10-08-2023,249.3063
118632,11-08-2023,248.8072
118632,12-08-2023,249.5274
118632,13-08-2023,247.4656
118632,14-08-2023,246.3286
118632,15-08-2023,245.2826
118632,16-08-2023,247.2523
118632,17-08-2023,247.9122
118632,18-08-2023,248.8777
118632,19-08-2023,247.8123
118632,20-08-2023,246.4194
118632,21-08-2023,244.0903
118632,22-08-2023,243.7971
118632,23-08-2023,243.7512
118632,24-08-2023,246.0196
118632,25-08-2023,244.5688
118632,26-08-2023,246.2824
118632,27-08-2023,248.5697
118632,28-08-2023,250.0369
118632,29-08-2023,254.0596
118632,30-08-2023,253.1325
118632,31-08-2023,251.5563
118632,01-09-2023,248.4713
118632,02-09-2023,251.6326
118632,03-09-2023,252.7002
118632,04-09-2023,252.7852
118632,05-09-2023,253.2488
118632,06-09-2023,251.1048
118632,07-09-2023,255.0269
118632,08-09-2023,255.7959
118632,09-09-2023,257.1788
118632,10-09-2023,259.5615
118632,11-09-2023,259.6351
118632,12-09-2023,261.2283
118632,13-09-2023,259.733
118632,14-09-2023,261.2366
118632,15-09-2023,264.1249
118632,16-09-2023,266.8923
118632,17-09-2023,270.285
118632,18-09-2023,268.3157
118632,19-09-2023,267.1548
118632,20-09-2023,268.1914
118632,21-09-2023,268.3465
118632,22-09-2023,271.6709
118632,23-09-2023,268.5201
118632,24-09-2023,272.2466
118632,25-09-2023,270.3309
118632,26-09-2023,271.6851
118632,27-09-2023,271.1903
118632,28-09-2023,268.0386
118632,29-09-2023,268.1756
118632,30-09-2023,268.7356
118632,01-10-2023,265.3583
118632,02-10-2023,263.5176
118632,03-10-2023,263.4174
118632,04-10-2023,265.9127
118632,05-10-2023,266.5182
118632,06-10-2023,264.573
118632,07-10-2023,265.0857
118632,08-10-2023,264.7807
118632,09-10-2023,258.8906
118632,10-10-2023,259.7378
118632,11-10-2023,259.2967
118632,12-10-2023,259.6538
118632,13-10-2023,264.2241
118632,14-10-2023,268.1428
118632,15-10-2023,267.8011
118632,16-10-2023,267.6711
118632,17-10-2023,272.7157
118632,18-10-2023,272.7115
118632,19-10-2023,272.4172
118632,20-10-2023,273.9044
118632,21-10-2023,273.8358
118632,22-10-2023,274.3614
118632,23-10-2023,273.0053
118632,24-10-2023,271.7876
118632,25-10-2023,272.7603
118632,26-10-2023,271.6159
118632,27-10-2023,270.1368
118632,28-10-2023,271.4476
118632,29-10-2023,272.4624
118632,30-10-2023,276.0278
118632,31-10-2023,270.6054
118632,01-11-2023,272.4341
118632,02-11-2023,275.0499
118632,03-11-2023,271.5542
118632,04-11-2023,270.298
118632,05-11-2023,270.381
118632,06-11-2023,268.003
118632,07-11-2023,265.3688
118632,08-11-2023,262.7741
118632,09-11-2023,265.7597
118632,10-11-2023,267.6173
118632,11-11-2023,271.6869
118632,12-11-2023,273.4359
118632,13-11-2023,270.7996
118632,14-11-2023,270.1869
118632,15-11-2023,271.0123
118632,16-11-2023,269.1719
118632,17-11-2023,271.165
118632,18-11-2023,271.8905
118632,19-11-2023,271.3581
118632,20-11-2023,274.2251
118632,21-11-2023,276.0137
118632,22-11-2023,274.934
118632,23-11-2023,279.1652
118632,24-11-2023,277.5446
118632,25-11-2023,278.234
118632,26-11-2023,280.9578
118632,27-11-2023,282.3066
118632,28-11-2023,283.1195
118632,29-11-2023,280.4363
118632,30-11-2023,282.2901
118632,01-12-2023,282.7351
118632,02-12-2023,282.9957
118632,03-12-2023,285.7425
118632,04-12-2023,284.6375
118632,05-12-2023,283.3384
118632,06-12-2023,280.2147
118632,07-12-2023,282.4602
118632,08-12-2023,279.9085
118632,09-12-2023,283.879
118632,10-12-2023,279.8843
118632,11-12-2023,283.3324
118632,12-12-2023,283.6291
118632,13-12-2023,284.786
118632,14-12-2023,283.2867
118632,15-12-2023,283.6449
118632,16-12-2023,285.5786
118632,17-12-2023,288.807
118632,18-12-2023,287.176
118632,19-12-2023,287.194
118632,20-12-2023,285.1136
118632,21-12-2023,284.3918
118632,22-12-2023,282.525
118632,23-12-2023,279.2582
118632,24-12-2023,275.8888
118632,25-12-2023,277.5587
118632,26-12-2023,276.7331
118632,27-12-2023,276.6466
118632,28-12-2023,276.5356
118632,29-12-2023,278.6464
118632,30-12-2023,278.9819
118632,31-12-2023,278.3321
118632,01-01-2024,278.6443
118632,02-01-2024,278.3354
118632,03-01-2024,278.0851
118632,04-01-2024,273.3774
118632,05-01-2024,275.6616
118632,06-01-2024,278.7005
118632,07-01-2024,279.248
118632,08-01-2024,281.3967
118632,09-01-2024,283.9992
118632,10-01-2024,287.2167
118632,11-01-2024,284.075
118632,12-01-2024,282.0726
118632,13-01-2024,280.3259
118632,14-01-2024,279.9492
118632,15-01-2024,280.1548
118632,16-01-2024,278.7986
118632,17-01-2024,278.4611
118632,18-01-2024,275.995
118632,19-01-2024,274.4847
118632,20-01-2024,271.225
118632,21-01-2024,268.9878
118632,22-01-2024,266.68
118632,23-01-2024,264.8644
118632,24-01-2024,266.9657
118632,25-01-2024,265.2866
118632,26-01-2024,270.101
118632,27-01-2024,271.3812
118632,28-01-2024,272.0508
118632,29-01-2024,269.157
118632,30-01-2024,271.5866
118632,31-01-2024,269.8036
118632,01-02-2024,270.2882
118632,02-02-2024,276.789
118632,03-02-2024,277.5087
118632,04-02-2024,280.186
118632,05-02-2024,278.5037
118632,06-02-2024,279.3788
118632,07-02-2024,283.9664
118632,08-02-2024,282.2124
118632,09-02-2024,285.6941
118632,10-02-2024,285.66
118632,11-02-2024,284.7014
118632,12-02-2024,286.1994
118632,13-02-2024,289.5117
118632,14-02-2024,291.3947
118632,15-02-2024,289.1561
118632,16-02-2024,287.0754
118632,17-02-2024,287.6654
118632,18-02-2024,287.2066
118632,19-02-2024,289.4327
118632,20-02-2024,288.7333
118632,21-02-2024,286.0925
118632,22-02-2024,285.4021
118632,23-02-2024,286.6972
118632,24-02-2024,288.4931
118632,25-02-2024,290.6415
118632,26-02-2024,291.7841
118632,27-02-2024,293.7379
118632,28-02-2024,293.654
118632,29-02-2024,289.5834
118632,01-03-2024,290.7568
118632,02-03-2024,293.6947
118632,03-03-2024,295.5019
118632,04-03-2024,293.7566
118632,05-03-2024,291.8296
118632,06-03-2024,294.5417
118632,07-03-2024,292.5023
118632,08-03-2024,293.6302
118632,09-03-2024,293.4399
118632,10-03-2024,292.0257
118632,11-03-2024,293.318
118632,12-03-2024,290.5613
118632,13-03-2024,290.9124
118632,14-03-2024,290.7437
118632,15-03-2024,290.8895
118632,16-03-2024,290.716
118632,17-03-2024,290.5464
118632,18-03-2024,287.9429
118632,19-03-2024,289.4129
118632,20-03-2024,286.4557
118632,21-03-2024,285.4381
118632,22-03-2024,284.4849
118632,23-03-2024,286.9958
118632,24-03-2024,287.8925
118632,25-03-2024,290.1758
118632,26-03-2024,286.986
118632,27-03-2024,288.7304
118632,28-03-2024,289.8786
118632,29-03-2024,290.595
118632,30-03-2024,293.1664
118632,31-03-2024,291.8571
118632,01-04-2024,296.0104
118632,02-04-2024,302.2729
118632,03-04-2024,300.7315
118632,04-04-2024,299.6936
118632,05-04-2024,303.5184
118632,06-04-2024,307.1863
118632,07-04-2024,306.6475
118632,08-04-2024,306.076
118632,09-04-2024,307.2607
118632,10-04-2024,302.8013
118632,11-04-2024,300.692
118632,12-04-2024,297.6877
118632,13-04-2024,296.6134
118632,14-04-2024,295.264
118632,15-04-2024,296.2797
118632,16-04-2024,299.4756
118632,17-04-2024,296.6535
118632,18-04-2024,297.8156
118632,19-04-2024,297.0732
118632,20-04-2024,298.0952
118632,21-04-2024,299.8138
118632,22-04-2024,297.9223
118632,23-04-2024,300.4702
118632,24-04-2024,301.2705
118632,25-04-2024,302.0962
118632,26-04-2024,303.3746
118632,27-04-2024,308.8679
118632,28-04-2024,307.0397
118632,29-04-2024,304.5428
118632,30-04-2024,304.0821
118632,01-05-2024,301.2223
118632,02-05-2024,298.5818
118632,03-05-2024,301.9686
118632,04-05-2024,307.6366
118632,05-05-2024,304.3353
118632,06-05-2024,300.5999
118632,07-05-2024,302.9288
118632,08-05-2024,301.1621
118632,09-05-2024,303.3153
118632,10-05-2024,302.198
118632,11-05-2024,298.6436
118632,12-05-2024,305.9163
118632,13-05-2024,313.4156
118632,14-05-2024,309.8891
118632,15-05-2024,307.9045
118632,16-05-2024,308.2338
118632,17-05-2024,310.4296
118632,18-05-2024,313.0174
118632,19-05-2024,320.1488
118632,20-05-2024,318.6332
118632,21-05-2024,316.0707
118632,22-05-2024,311.5935
118632,23-05-2024,309.7413
118632,24-05-2024,309.9955
118632,25-05-2024,316.6825
118632,26-05-2024,311.1474
118632,27-05-2024,312.0135
118632,28-05-2024,311.6271
118632,29-05-2024,316.2587
118632,30-05-2024,326.3852
118632,31-05-2024,322.4995
118632,01-06-2024,320.6564
118632,02-06-2024,325.2939
118632,03-06-2024,328.5142
118632,04-06-2024,337.0055
118632,05-06-2024,339.833
118632,06-06-2024,337.4799
118632,07-06-2024,339.6577
118632,08-06-2024,344.3039
118632,09-06-2024,347.7397
118632,10-06-2024,350.7217
118632,11-06-2024,355.9088
118632,12-06-2024,363.1787
118632,13-06-2024,371.7435
118632,14-06-2024,374.591
118632,15-06-2024,369.0831
118632,16-06-2024,370.7809
118632,17-06-2024,375.6222
118632,18-06-2024,370.3437
118632,19-06-2024,371.2999
118632,20-06-2024,368.5237
118632,21-06-2024,368.9628
118632,22-06-2024,372.9978
118632,23-06-2024,372.339
118632,24-06-2024,372.5677
118632,25-06-2024,366.2924
118632,26-06-2024,370.1805
118632,27-06-2024,372.0379
118632,28-06-2024,381.0381
118632,29-06-2024,378.5447
118632,30-06-2024,379.5106
118632,01-07-2024,382.1581
118632,02-07-2024,384.7357
118632,03-07-2024,384.4151
118632,04-07-2024,383.9357
118632,05-07-2024,384.0745
118632,06-07-2024,385.9682
118632,07-07-2024,385.4748
118632,08-07-2024,386.7994
118632,09-07-2024,391.3316
118632,10-07-2024,387.8566
118632,11-07-2024,387.978
118632,12-07-2024,388.6238
118632,13-07-2024,392.1844
118632,14-07-2024,388.6106
118632,15-07-2024,387.1451
118632,16-07-2024,386.3602
118632,17-07-2024,388.9334
118632,18-07-2024,388.281
118632,19-07-2024,388.0508
118632,20-07-2024,394.8894
118632,21-07-2024,391.7346
118632,22-07-2024,384.0749
118632,23-07-2024,387.4761
118632,24-07-2024,385.0578
118632,25-07-2024,382.4544
118632,26-07-2024,384.7765
