scheme_code,scheme_name,date,nav
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-02-2022,29.9071
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-02-2022,30.0276
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-02-2022,29.6472
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-02-2022,29.6976
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-02-2022,29.7046
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-02-2022,29.604
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-02-2022,29.6545
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-02-2022,29.7885
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-02-2022,29.9289
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-02-2022,29.7904
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-02-2022,29.7514
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-02-2022,29.7629
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-03-2022,29.8777
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-03-2022,29.8015
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-03-2022,29.7539
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-03-2022,29.6702
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-03-2022,29.4439
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-03-2022,29.7024
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-03-2022,29.8892
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-03-2022,29.78
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-03-2022,29.903
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-03-2022,30.0419
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-03-2022,30.022
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-03-2022,30.043
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-03-2022,30.3095
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-03-2022,30.2303
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-03-2022,30.4219
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-03-2022,29.9543
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-03-2022,30.1237
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-03-2022,30.1397
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-03-2022,29.9962
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-03-2022,30.1108
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-03-2022,29.6961
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-03-2022,29.6847
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-03-2022,29.6647
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-03-2022,29.9325
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-03-2022,29.8493
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-03-2022,29.713
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-03-2022,29.6254
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-03-2022,29.8268
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-03-2022,29.8206
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-03-2022,29.7299
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,31-03-2022,29.8329
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-04-2022,29.8638
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-04-2022,30.0518
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-04-2022,29.8389
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-04-2022,29.6962
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-04-2022,29.4888
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-04-2022,29.2595
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-04-2022,29.362
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-04-2022,29.4592
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-04-2022,29.4768
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-04-2022,29.3054
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-04-2022,28.9785
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-04-2022,28.909
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-04-2022,28.8521
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-04-2022,28.6897
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-04-2022,28.6799
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-04-2022,28.7534
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-04-2022,29.1059
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-04-2022,29.0998
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-04-2022,29.2036
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-04-2022,29.1631
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-04-2022,28.7261
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-04-2022,28.6756
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-04-2022,28.6653
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-04-2022,29.1726
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-04-2022,29.1329
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-04-2022,29.1768
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-04-2022,29.0961
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-04-2022,28.9229
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-04-2022,29.0953
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-04-2022,29.228
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-05-2022,29.4611
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-05-2022,29.3182
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-05-2022,29.4845
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-05-2022,29.1143
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-05-2022,29.2185
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-05-2022,29.5557
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-05-2022,29.4053
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-05-2022,29.2999
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-05-2022,29.3268
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-05-2022,29.1895
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-05-2022,29.0002
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-05-2022,29.1764
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-05-2022,28.9605
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-05-2022,29.0673
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-05-2022,28.9006
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-05-2022,29.1708
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-05-2022,28.9747
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-05-2022,28.8507
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-05-2022,28.934
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-05-2022,28.7282
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-05-2022,28.7388
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-05-2022,28.8296
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-05-2022,28.5573
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-05-2022,28.5875
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-05-2022,28.7107
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-05-2022,28.8744
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-05-2022,28.5591
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-05-2022,28.1891
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-05-2022,28.2413
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-05-2022,28.2583
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,31-05-2022,28.3556
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-06-2022,28.4166
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-06-2022,28.356
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-06-2022,28.3217
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-06-2022,28.4281
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-06-2022,28.3378
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-06-2022,28.5604
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-06-2022,28.7211
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-06-2022,28.5062
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-06-2022,28.6469
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-06-2022,28.4174
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-06-2022,28.6316
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-06-2022,28.7746
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-06-2022,28.67
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-06-2022,28.8924
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-06-2022,28.911
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-06-2022,29.1764
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-06-2022,29.5426
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-06-2022,29.5334
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-06-2022,29.2994
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-06-2022,29.2554
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-06-2022,29.0296
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-06-2022,29.0734
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-06-2022,29.0776
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-06-2022,29.0917
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-06-2022,29.2902
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-06-2022,29.3514
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-06-2022,29.5484
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-06-2022,29.5614
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-06-2022,30.1362
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-06-2022,30.1988
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-07-2022,30.1284
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-07-2022,29.8327
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-07-2022,29.8861
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-07-2022,29.8706
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-07-2022,29.9546
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-07-2022,30.0597
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-07-2022,30.0587
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-07-2022,29.8832
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-07-2022,29.6419
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-07-2022,29.5423
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-07-2022,29.7164
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-07-2022,29.8239
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-07-2022,29.6319
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-07-2022,29.7099
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-07-2022,29.7135
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-07-2022,29.5752
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-07-2022,29.5509
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-07-2022,29.4848
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-07-2022,29.2636
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-07-2022,29.2762
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-07-2022,29.4261
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-07-2022,29.6766
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-07-2022,29.7623
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-07-2022,29.4493
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-07-2022,29.1852
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-07-2022,29.253
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-07-2022,29.3744
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-07-2022,29.4555
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-07-2022,30.1454
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-07-2022,30.3325
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,31-07-2022,30.4116
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-08-2022,30.671
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-08-2022,30.7639
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-08-2022,30.6956
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-08-2022,30.8108
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-08-2022,30.7521
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-08-2022,30.6283
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-08-2022,30.5325
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-08-2022,30.5792
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-08-2022,30.9321
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-08-2022,30.5042
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-08-2022,30.6276
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-08-2022,30.2558
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-08-2022,30.1137
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-08-2022,30.301
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-08-2022,30.3513
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-08-2022,30.1198
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-08-2022,30.0455
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-08-2022,30.1148
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-08-2022,29.8972
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-08-2022,30.0524
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-08-2022,30.0201
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-08-2022,29.8149
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-08-2022,30.1185
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-08-2022,30.304
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-08-2022,29.8892
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-08-2022,29.9083
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-08-2022,29.7707
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-08-2022,29.992
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-08-2022,29.8277
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-08-2022,29.9442
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,31-08-2022,30.0476
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-09-2022,30.2764
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-09-2022,30.0912
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-09-2022,30.0232
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-09-2022,29.8953
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-09-2022,29.7887
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-09-2022,30.1542
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-09-2022,30.1963
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-09-2022,29.9613
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-09-2022,30.2099
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-09-2022,30.7437
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-09-2022,30.9978
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-09-2022,30.8105
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-09-2022,30.6748
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-09-2022,30.9651
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-09-2022,30.9063
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-09-2022,30.9372
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-09-2022,31.059
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-09-2022,30.9813
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-09-2022,30.9076
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-09-2022,30.1823
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-09-2022,30.0753
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-09-2022,30.0972
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-09-2022,29.8815
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-09-2022,30.1895
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-09-2022,29.8853
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-09-2022,29.8166
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-09-2022,29.9343
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-09-2022,30.2232
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-09-2022,30.0751
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-09-2022,30.2435
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-10-2022,30.2428
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-10-2022,30.0289
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-10-2022,30.0511
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-10-2022,30.0787
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-10-2022,29.9869
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-10-2022,30.0303
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-10-2022,30.0852
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-10-2022,30.1336
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-10-2022,30.3291
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-10-2022,30.6394
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-10-2022,30.4981
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-10-2022,31.0592
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-10-2022,30.7028
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-10-2022,30.6106
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,15-10-2022,30.6907
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,16-10-2022,30.7617
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,17-10-2022,30.6658
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,18-10-2022,30.6664
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,19-10-2022,30.5964
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,20-10-2022,30.48
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,21-10-2022,30.6054
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,22-10-2022,30.6984
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,23-10-2022,30.6748
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,24-10-2022,30.9124
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,25-10-2022,31.0048
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,26-10-2022,31.2284
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,27-10-2022,31.3295
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,28-10-2022,31.13
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,29-10-2022,30.9704
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,30-10-2022,31.1093
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,31-10-2022,31.203
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,01-11-2022,31.2727
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,02-11-2022,31.265
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,03-11-2022,31.4689
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,04-11-2022,31.4705
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,05-11-2022,31.5508
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,06-11-2022,31.5181
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,07-11-2022,31.5012
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,08-11-2022,31.6495
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,09-11-2022,31.8934
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,10-11-2022,32.0985
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,11-11-2022,32.4651
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,12-11-2022,32.4238
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,13-11-2022,32.5701
119062,HDFC Hybrid Equity Fund - Growth Option - Direct Plan,14-11-2022,32.5065
