scheme_code,scheme_name,date,nav
125497,SBI Small Cap Fund - Direct Plan - Growth,08-02-2022,56.2028
125497,SBI Small Cap Fund - Direct Plan - Growth,09-02-2022,55.8654
125497,SBI Small Cap Fund - Direct Plan - Growth,10-02-2022,56.6479
125497,SBI Small Cap Fund - Direct Plan - Growth,11-02-2022,57.0804
125497,SBI Small Cap Fund - Direct Plan - Growth,12-02-2022,56.6857
125497,SBI Small Cap Fund - Direct Plan - Growth,13-02-2022,56.3597
125497,SBI Small Cap Fund - Direct Plan - Growth,14-02-2022,55.0392
125497,SBI Small Cap Fund - Direct Plan - Growth,15-02-2022,54.4986
125497,SBI Small Cap Fund - Direct Plan - Growth,16-02-2022,54.1083
125497,SBI Small Cap Fund - Direct Plan - Growth,17-02-2022,55.0056
125497,SBI Small Cap Fund - Direct Plan - Growth,18-02-2022,55.5904
125497,SBI Small Cap Fund - Direct Plan - Growth,19-02-2022,54.7925
125497,SBI Small Cap Fund - Direct Plan - Growth,20-02-2022,54.8491
125497,SBI Small Cap Fund - Direct Plan - Growth,21-02-2022,54.5334
125497,SBI Small Cap Fund - Direct Plan - Growth,22-02-2022,53.6255
125497,SBI Small Cap Fund - Direct Plan - Growth,23-02-2022,53.8016
125497,SBI Small Cap Fund - Direct Plan - Growth,24-02-2022,54.7267
125497,SBI Small Cap Fund - Direct Plan - Growth,25-02-2022,55.78
125497,SBI Small Cap Fund - Direct Plan - Growth,26-02-2022,54.8675
125497,SBI Small Cap Fund - Direct Plan - Growth,27-02-2022,54.4967
125497,SBI Small Cap Fund - Direct Plan - Growth,28-02-2022,54.7037
125497,SBI Small Cap Fund - Direct Plan - Growth,01-03-2022,55.4205
125497,SBI Small Cap Fund - Direct Plan - Growth,02-03-2022,54.8722
125497,SBI Small Cap Fund - Direct Plan - Growth,03-03-2022,54.8621
125497,SBI Small Cap Fund - Direct Plan - Growth,04-03-2022,53.9964
125497,SBI Small Cap Fund - Direct Plan - Growth,05-03-2022,53.2098
125497,SBI Small Cap Fund - Direct Plan - Growth,06-03-2022,53.8732
125497,SBI Small Cap Fund - Direct Plan - Growth,07-03-2022,54.7528
125497,SBI Small Cap Fund - Direct Plan - Growth,08-03-2022,54.5822
125497,SBI Small Cap Fund - Direct Plan - Growth,09-03-2022,55.2094
125497,SBI Small Cap Fund - Direct Plan - Growth,10-03-2022,55.4223
125497,SBI Small Cap Fund - Direct Plan - Growth,11-03-2022,54.8848
125497,SBI Small Cap Fund - Direct Plan - Growth,12-03-2022,55.0495
125497,SBI Small Cap Fund - Direct Plan - Growth,13-03-2022,56.5072
125497,SBI Small Cap Fund - Direct Plan - Growth,14-03-2022,56.6376
125497,SBI Small Cap Fund - Direct Plan - Growth,15-03-2022,57.6192
125497,SBI Small Cap Fund - Direct Plan - Growth,16-03-2022,55.9954
125497,SBI Small Cap Fund - Direct Plan - Growth,17-03-2022,56.4535
125497,SBI Small Cap Fund - Direct Plan - Growth,18-03-2022,56.8402
125497,SBI Small Cap Fund - Direct Plan - Growth,19-03-2022,56.7365
125497,SBI Small Cap Fund - Direct Plan - Growth,20-03-2022,56.7652
125497,SBI Small Cap Fund - Direct Plan - Growth,21-03-2022,55.5276
125497,SBI Small Cap Fund - Direct Plan - Growth,22-03-2022,54.9407
125497,SBI Small Cap Fund - Direct Plan - Growth,23-03-2022,54.8643
125497,SBI Small Cap Fund - Direct Plan - Growth,24-03-2022,55.5112
125497,SBI Small Cap Fund - Direct Plan - Growth,25-03-2022,55.2002
125497,SBI Small Cap Fund - Direct Plan - Growth,26-03-2022,55.1365
125497,SBI Small Cap Fund - Direct Plan - Growth,27-03-2022,55.4143
125497,SBI Small Cap Fund - Direct Plan - Growth,28-03-2022,56.1994
125497,SBI Small Cap Fund - Direct Plan - Growth,29-03-2022,56.5593
125497,SBI Small Cap Fund - Direct Plan - Growth,30-03-2022,55.6848
125497,SBI Small Cap Fund - Direct Plan - Growth,31-03-2022,55.8749
125497,SBI Small Cap Fund - Direct Plan - Growth,01-04-2022,55.7166
125497,SBI Small Cap Fund - Direct Plan - Growth,02-04-2022,56.191
125497,SBI Small Cap Fund - Direct Plan - Growth,03-04-2022,55.6642
125497,SBI Small Cap Fund - Direct Plan - Growth,04-04-2022,55.3092
125497,SBI Small Cap Fund - Direct Plan - Growth,05-04-2022,54.4966
125497,SBI Small Cap Fund - Direct Plan - Growth,06-04-2022,53.7348
125497,SBI Small Cap Fund - Direct Plan - Growth,07-04-2022,53.635
125497,SBI Small Cap Fund - Direct Plan - Growth,08-04-2022,53.8646
125497,SBI Small Cap Fund - Direct Plan - Growth,09-04-2022,54.423
125497,SBI Small Cap Fund - Direct Plan - Growth,10-04-2022,54.0152
125497,SBI Small Cap Fund - Direct Plan - Growth,11-04-2022,52.4061
125497,SBI Small Cap Fund - Direct Plan - Growth,12-04-2022,52.0619
125497,SBI Small Cap Fund - Direct Plan - Growth,13-04-2022,52.1298
125497,SBI Small Cap Fund - Direct Plan - Growth,14-04-2022,52.1324
125497,SBI Small Cap Fund - Direct Plan - Growth,15-04-2022,51.7071
125497,SBI Small Cap Fund - Direct Plan - Growth,16-04-2022,52.0841
125497,SBI Small Cap Fund - Direct Plan - Growth,17-04-2022,53.1446
125497,SBI Small Cap Fund - Direct Plan - Growth,18-04-2022,53.2249
125497,SBI Small Cap Fund - Direct Plan - Growth,19-04-2022,54.0905
125497,SBI Small Cap Fund - Direct Plan - Growth,20-04-2022,53.6319
125497,SBI Small Cap Fund - Direct Plan - Growth,21-04-2022,52.4551
125497,SBI Small Cap Fund - Direct Plan - Growth,22-04-2022,52.5576
125497,SBI Small Cap Fund - Direct Plan - Growth,23-04-2022,52.8777
125497,SBI Small Cap Fund - Direct Plan - Growth,24-04-2022,54.4713
125497,SBI Small Cap Fund - Direct Plan - Growth,25-04-2022,54.4252
125497,SBI Small Cap Fund - Direct Plan - Growth,26-04-2022,54.5131
125497,SBI Small Cap Fund - Direct Plan - Growth,27-04-2022,54.56
125497,SBI Small Cap Fund - Direct Plan - Growth,28-04-2022,53.6937
125497,SBI Small Cap Fund - Direct Plan - Growth,29-04-2022,54.5973
125497,SBI Small Cap Fund - Direct Plan - Growth,30-04-2022,54.988
125497,SBI Small Cap Fund - Direct Plan - Growth,01-05-2022,55.6128
125497,SBI Small Cap Fund - Direct Plan - Growth,02-05-2022,54.991
125497,SBI Small Cap Fund - Direct Plan - Growth,03-05-2022,56.2275
125497,SBI Small Cap Fund - Direct Plan - Growth,04-05-2022,55.2586
125497,SBI Small Cap Fund - Direct Plan - Growth,05-05-2022,55.1563
125497,SBI Small Cap Fund - Direct Plan - Growth,06-05-2022,56.9581
125497,SBI Small Cap Fund - Direct Plan - Growth,07-05-2022,56.0159
125497,SBI Small Cap Fund - Direct Plan - Growth,08-05-2022,55.4465
125497,SBI Small Cap Fund - Direct Plan - Growth,09-05-2022,55.3444
125497,SBI Small Cap Fund - Direct Plan - Growth,10-05-2022,55.385
125497,SBI Small Cap Fund - Direct Plan - Growth,11-05-2022,53.754
125497,SBI Small Cap Fund - Direct Plan - Growth,12-05-2022,54.6383
125497,SBI Small Cap Fund - Direct Plan - Growth,13-05-2022,54.2231
125497,SBI Small Cap Fund - Direct Plan - Growth,14-05-2022,54.5898
125497,SBI Small Cap Fund - Direct Plan - Growth,15-05-2022,53.9658
125497,SBI Small Cap Fund - Direct Plan - Growth,16-05-2022,55.0483
125497,SBI Small Cap Fund - Direct Plan - Growth,17-05-2022,54.6681
125497,SBI Small Cap Fund - Direct Plan - Growth,18-05-2022,54.6285
125497,SBI Small Cap Fund - Direct Plan - Growth,19-05-2022,55.3127
125497,SBI Small Cap Fund - Direct Plan - Growth,20-05-2022,54.5127
125497,SBI Small Cap Fund - Direct Plan - Growth,21-05-2022,54.6049
125497,SBI Small Cap Fund - Direct Plan - Growth,22-05-2022,55.421
125497,SBI Small Cap Fund - Direct Plan - Growth,23-05-2022,54.2887
125497,SBI Small Cap Fund - Direct Plan - Growth,24-05-2022,54.7139
125497,SBI Small Cap Fund - Direct Plan - Growth,25-05-2022,55.0442
125497,SBI Small Cap Fund - Direct Plan - Growth,26-05-2022,54.7505
125497,SBI Small Cap Fund - Direct Plan - Growth,27-05-2022,54.1095
125497,SBI Small Cap Fund - Direct Plan - Growth,28-05-2022,53.2968
125497,SBI Small Cap Fund - Direct Plan - Growth,29-05-2022,53.6239
125497,SBI Small Cap Fund - Direct Plan - Growth,30-05-2022,53.7083
125497,SBI Small Cap Fund - Direct Plan - Growth,31-05-2022,54.169
125497,SBI Small Cap Fund - Direct Plan - Growth,01-06-2022,54.6485
125497,SBI Small Cap Fund - Direct Plan - Growth,02-06-2022,53.9854
125497,SBI Small Cap Fund - Direct Plan - Growth,03-06-2022,54.243
125497,SBI Small Cap Fund - Direct Plan - Growth,04-06-2022,54.1677
125497,SBI Small Cap Fund - Direct Plan - Growth,05-06-2022,53.3238
125497,SBI Small Cap Fund - Direct Plan - Growth,06-06-2022,54.3533
125497,SBI Small Cap Fund - Direct Plan - Growth,07-06-2022,54.8948
125497,SBI Small Cap Fund - Direct Plan - Growth,08-06-2022,54.364
125497,SBI Small Cap Fund - Direct Plan - Growth,09-06-2022,54.9305
125497,SBI Small Cap Fund - Direct Plan - Growth,10-06-2022,54.4802
125497,SBI Small Cap Fund - Direct Plan - Growth,11-06-2022,55.1345
125497,SBI Small Cap Fund - Direct Plan - Growth,12-06-2022,55.7246
125497,SBI Small Cap Fund - Direct Plan - Growth,13-06-2022,55.2897
125497,SBI Small Cap Fund - Direct Plan - Growth,14-06-2022,56.1498
125497,SBI Small Cap Fund - Direct Plan - Growth,15-06-2022,56.6375
125497,SBI Small Cap Fund - Direct Plan - Growth,16-06-2022,57.5321
125497,SBI Small Cap Fund - Direct Plan - Growth,17-06-2022,59.0485
125497,SBI Small Cap Fund - Direct Plan - Growth,18-06-2022,58.9736
125497,SBI Small Cap Fund - Direct Plan - Growth,19-06-2022,58.7491
125497,SBI Small Cap Fund - Direct Plan - Growth,20-06-2022,58.1071
125497,SBI Small Cap Fund - Direct Plan - Growth,21-06-2022,57.2753
125497,SBI Small Cap Fund - Direct Plan - Growth,22-06-2022,57.1716
125497,SBI Small Cap Fund - Direct Plan - Growth,23-06-2022,57.1902
125497,SBI Small Cap Fund - Direct Plan - Growth,24-06-2022,57.1843
125497,SBI Small Cap Fund - Direct Plan - Growth,25-06-2022,57.7098
125497,SBI Small Cap Fund - Direct Plan - Growth,26-06-2022,57.4864
125497,SBI Small Cap Fund - Direct Plan - Growth,27-06-2022,58.4021
125497,SBI Small Cap Fund - Direct Plan - Growth,28-06-2022,57.6589
125497,SBI Small Cap Fund - Direct Plan - Growth,29-06-2022,59.6085
125497,SBI Small Cap Fund - Direct Plan - Growth,30-06-2022,60.0549
125497,SBI Small Cap Fund - Direct Plan - Growth,01-07-2022,59.1847
125497,SBI Small Cap Fund - Direct Plan - Growth,02-07-2022,58.6114
125497,SBI Small Cap Fund - Direct Plan - Growth,03-07-2022,59.2234
125497,SBI Small Cap Fund - Direct Plan - Growth,04-07-2022,58.5839
125497,SBI Small Cap Fund - Direct Plan - Growth,05-07-2022,58.8612
125497,SBI Small Cap Fund - Direct Plan - Growth,06-07-2022,58.967
125497,SBI Small Cap Fund - Direct Plan - Growth,07-07-2022,58.6342
125497,SBI Small Cap Fund - Direct Plan - Growth,08-07-2022,58.2747
125497,SBI Small Cap Fund - Direct Plan - Growth,09-07-2022,57.1496
125497,SBI Small Cap Fund - Direct Plan - Growth,10-07-2022,56.7624
125497,SBI Small Cap Fund - Direct Plan - Growth,11-07-2022,56.7764
125497,SBI Small Cap Fund - Direct Plan - Growth,12-07-2022,57.0997
125497,SBI Small Cap Fund - Direct Plan - Growth,13-07-2022,55.8841
125497,SBI Small Cap Fund - Direct Plan - Growth,14-07-2022,56.014
125497,SBI Small Cap Fund - Direct Plan - Growth,15-07-2022,56.3484
125497,SBI Small Cap Fund - Direct Plan - Growth,16-07-2022,56.1273
125497,SBI Small Cap Fund - Direct Plan - Growth,17-07-2022,55.8604
125497,SBI Small Cap Fund - Direct Plan - Growth,18-07-2022,55.0526
125497,SBI Small Cap Fund - Direct Plan - Growth,19-07-2022,54.3406
125497,SBI Small Cap Fund - Direct Plan - Growth,20-07-2022,55.0608
125497,SBI Small Cap Fund - Direct Plan - Growth,21-07-2022,55.7707
125497,SBI Small Cap Fund - Direct Plan - Growth,22-07-2022,56.5542
125497,SBI Small Cap Fund - Direct Plan - Growth,23-07-2022,57.1304
125497,SBI Small Cap Fund - Direct Plan - Growth,24-07-2022,56.4078
125497,SBI Small Cap Fund - Direct Plan - Growth,25-07-2022,55.4914
125497,SBI Small Cap Fund - Direct Plan - Growth,26-07-2022,55.9647
125497,SBI Small Cap Fund - Direct Plan - Growth,27-07-2022,56.4493
125497,SBI Small Cap Fund - Direct Plan - Growth,28-07-2022,57.0956
125497,SBI Small Cap Fund - Direct Plan - Growth,29-07-2022,60.5331
125497,SBI Small Cap Fund - Direct Plan - Growth,30-07-2022,61.0648
125497,SBI Small Cap Fund - Direct Plan - Growth,31-07-2022,61.7419
125497,SBI Small Cap Fund - Direct Plan - Growth,01-08-2022,62.4405
125497,SBI Small Cap Fund - Direct Plan - Growth,02-08-2022,62.3747
125497,SBI Small Cap Fund - Direct Plan - Growth,03-08-2022,61.9168
125497,SBI Small Cap Fund - Direct Plan - Growth,04-08-2022,62.3529
125497,SBI Small Cap Fund - Direct Plan - Growth,05-08-2022,61.6041
125497,SBI Small Cap Fund - Direct Plan - Growth,06-08-2022,61.4711
125497,SBI Small Cap Fund - Direct Plan - Growth,07-08-2022,60.8544
125497,SBI Small Cap Fund - Direct Plan - Growth,08-08-2022,61.2516
125497,SBI Small Cap Fund - Direct Plan - Growth,09-08-2022,62.9579
125497,SBI Small Cap Fund - Direct Plan - Growth,10-08-2022,61.5328
125497,SBI Small Cap Fund - Direct Plan - Growth,11-08-2022,61.9373
125497,SBI Small Cap Fund - Direct Plan - Growth,12-08-2022,60.7764
125497,SBI Small Cap Fund - Direct Plan - Growth,13-08-2022,60.6772
125497,SBI Small Cap Fund - Direct Plan - Growth,14-08-2022,61.2072
125497,SBI Small Cap Fund - Direct Plan - Growth,15-08-2022,61.0492
125497,SBI Small Cap Fund - Direct Plan - Growth,16-08-2022,60.1589
125497,SBI Small Cap Fund - Direct Plan - Growth,17-08-2022,59.231
125497,SBI Small Cap Fund - Direct Plan - Growth,18-08-2022,59.4701
125497,SBI Small Cap Fund - Direct Plan - Growth,19-08-2022,58.8007
125497,SBI Small Cap Fund - Direct Plan - Growth,20-08-2022,59.2074
125497,SBI Small Cap Fund - Direct Plan - Growth,21-08-2022,59.3139
125497,SBI Small Cap Fund - Direct Plan - Growth,22-08-2022,58.9012
125497,SBI Small Cap Fund - Direct Plan - Growth,23-08-2022,60.6712
125497,SBI Small Cap Fund - Direct Plan - Growth,24-08-2022,61.0895
125497,SBI Small Cap Fund - Direct Plan - Growth,25-08-2022,59.7125
125497,SBI Small Cap Fund - Direct Plan - Growth,26-08-2022,59.8121
125497,SBI Small Cap Fund - Direct Plan - Growth,27-08-2022,59.4101
125497,SBI Small Cap Fund - Direct Plan - Growth,28-08-2022,59.844
125497,SBI Small Cap Fund - Direct Plan - Growth,29-08-2022,58.5382
125497,SBI Small Cap Fund - Direct Plan - Growth,30-08-2022,58.4141
125497,SBI Small Cap Fund - Direct Plan - Growth,31-08-2022,59.1816
125497,SBI Small Cap Fund - Direct Plan - Growth,01-09-2022,60.0699
125497,SBI Small Cap Fund - Direct Plan - Growth,02-09-2022,59.4862
125497,SBI Small Cap Fund - Direct Plan - Growth,03-09-2022,59.61
125497,SBI Small Cap Fund - Direct Plan - Growth,04-09-2022,59.291
125497,SBI Small Cap Fund - Direct Plan - Growth,05-09-2022,58.8784
125497,SBI Small Cap Fund - Direct Plan - Growth,06-09-2022,59.9465
125497,SBI Small Cap Fund - Direct Plan - Growth,07-09-2022,60.1407
125497,SBI Small Cap Fund - Direct Plan - Growth,08-09-2022,59.4073
125497,SBI Small Cap Fund - Direct Plan - Growth,09-09-2022,60.4187
125497,SBI Small Cap Fund - Direct Plan - Growth,10-09-2022,61.9193
125497,SBI Small Cap Fund - Direct Plan - Growth,11-09-2022,62.547
125497,SBI Small Cap Fund - Direct Plan - Growth,12-09-2022,61.3968
125497,SBI Small Cap Fund - Direct Plan - Growth,13-09-2022,61.2187
125497,SBI Small Cap Fund - Direct Plan - Growth,14-09-2022,61.7083
125497,SBI Small Cap Fund - Direct Plan - Growth,15-09-2022,60.4691
125497,SBI Small Cap Fund - Direct Plan - Growth,16-09-2022,60.6224
125497,SBI Small Cap Fund - Direct Plan - Growth,17-09-2022,60.8149
125497,SBI Small Cap Fund - Direct Plan - Growth,18-09-2022,59.9764
125497,SBI Small Cap Fund - Direct Plan - Growth,19-09-2022,59.8852
125497,SBI Small Cap Fund - Direct Plan - Growth,20-09-2022,57.4041
125497,SBI Small Cap Fund - Direct Plan - Growth,21-09-2022,57.108
125497,SBI Small Cap Fund - Direct Plan - Growth,22-09-2022,57.0236
125497,SBI Small Cap Fund - Direct Plan - Growth,23-09-2022,56.2472
125497,SBI Small Cap Fund - Direct Plan - Growth,24-09-2022,57.5261
125497,SBI Small Cap Fund - Direct Plan - Growth,25-09-2022,56.2024
125497,SBI Small Cap Fund - Direct Plan - Growth,26-09-2022,56.1924
125497,SBI Small Cap Fund - Direct Plan - Growth,27-09-2022,56.2561
125497,SBI Small Cap Fund - Direct Plan - Growth,28-09-2022,57.419
125497,SBI Small Cap Fund - Direct Plan - Growth,29-09-2022,56.1131
125497,SBI Small Cap Fund - Direct Plan - Growth,30-09-2022,56.4608
125497,SBI Small Cap Fund - Direct Plan - Growth,01-10-2022,56.6949
125497,SBI Small Cap Fund - Direct Plan - Growth,02-10-2022,56.1267
125497,SBI Small Cap Fund - Direct Plan - Growth,03-10-2022,56.1828
125497,SBI Small Cap Fund - Direct Plan - Growth,04-10-2022,56.0697
125497,SBI Small Cap Fund - Direct Plan - Growth,05-10-2022,55.9756
125497,SBI Small Cap Fund - Direct Plan - Growth,06-10-2022,55.6862
125497,SBI Small Cap Fund - Direct Plan - Growth,07-10-2022,55.8811
125497,SBI Small Cap Fund - Direct Plan - Growth,08-10-2022,55.7023
125497,SBI Small Cap Fund - Direct Plan - Growth,09-10-2022,56.3214
125497,SBI Small Cap Fund - Direct Plan - Growth,10-10-2022,57.3027
125497,SBI Small Cap Fund - Direct Plan - Growth,11-10-2022,56.6162
125497,SBI Small Cap Fund - Direct Plan - Growth,12-10-2022,57.9152
125497,SBI Small Cap Fund - Direct Plan - Growth,13-10-2022,56.5005
125497,SBI Small Cap Fund - Direct Plan - Growth,14-10-2022,56.4049
125497,SBI Small Cap Fund - Direct Plan - Growth,15-10-2022,56.5189
125497,SBI Small Cap Fund - Direct Plan - Growth,16-10-2022,56.9161
125497,SBI Small Cap Fund - Direct Plan - Growth,17-10-2022,56.3389
125497,SBI Small Cap Fund - Direct Plan - Growth,18-10-2022,56.1294
125497,SBI Small Cap Fund - Direct Plan - Growth,19-10-2022,55.5128
125497,SBI Small Cap Fund - Direct Plan - Growth,20-10-2022,54.4034
125497,SBI Small Cap Fund - Direct Plan - Growth,21-10-2022,54.9054
125497,SBI Small Cap Fund - Direct Plan - Growth,22-10-2022,55.8006
125497,SBI Small Cap Fund - Direct Plan - Growth,23-10-2022,55.5495
125497,SBI Small Cap Fund - Direct Plan - Growth,24-10-2022,56.1433
125497,SBI Small Cap Fund - Direct Plan - Growth,25-10-2022,56.2739
125497,SBI Small Cap Fund - Direct Plan - Growth,26-10-2022,56.8283
125497,SBI Small Cap Fund - Direct Plan - Growth,27-10-2022,57.4117
125497,SBI Small Cap Fund - Direct Plan - Growth,28-10-2022,56.4949
125497,SBI Small Cap Fund - Direct Plan - Growth,29-10-2022,56.4242
125497,SBI Small Cap Fund - Direct Plan - Growth,30-10-2022,57.131
125497,SBI Small Cap Fund - Direct Plan - Growth,31-10-2022,57.7531
125497,SBI Small Cap Fund - Direct Plan - Growth,01-11-2022,57.8613
125497,SBI Small Cap Fund - Direct Plan - Growth,02-11-2022,57.9451
125497,SBI Small Cap Fund - Direct Plan - Growth,03-11-2022,59.0293
125497,SBI Small Cap Fund - Direct Plan - Growth,04-11-2022,58.7789
125497,SBI Small Cap Fund - Direct Plan - Growth,05-11-2022,59.059
125497,SBI Small Cap Fund - Direct Plan - Growth,06-11-2022,58.7417
125497,SBI Small Cap Fund - Direct Plan - Growth,07-11-2022,58.6135
125497,SBI Small Cap Fund - Direct Plan - Growth,08-11-2022,59.8405
125497,SBI Small Cap Fund - Direct Plan - Growth,09-11-2022,60.0617
125497,SBI Small Cap Fund - Direct Plan - Growth,10-11-2022,60.2064
125497,SBI Small Cap Fund - Direct Plan - Growth,11-11-2022,61.2002
125497,SBI Small Cap Fund - Direct Plan - Growth,12-11-2022,61.2273
125497,SBI Small Cap Fund - Direct Plan - Growth,13-11-2022,61.78
125497,SBI Small Cap Fund - Direct Plan - Growth,14-11-2022,61.6201
125497,SBI Small Cap Fund - Direct Plan - Growth,15-11-2022,61.7883
125497,SBI Small Cap Fund - Direct Plan - Growth,16-11-2022,62.1475
125497,SBI Small Cap Fund - Direct Plan - Growth,17-11-2022,61.7187
125497,SBI Small Cap Fund - Direct Plan - Growth,18-11-2022,61.9021
125497,SBI Small Cap Fund - Direct Plan - Growth,19-11-2022,61.2552
125497,SBI Small Cap Fund - Direct Plan - Growth,20-11-2022,62.294
125497,SBI Small Cap Fund - Direct Plan - Growth,21-11-2022,61.4792
125497,SBI Small Cap Fund - Direct Plan - Growth,22-11-2022,61.0855
125497,SBI Small Cap Fund - Direct Plan - Growth,23-11-2022,61.9412
125497,SBI Small Cap Fund - Direct Plan - Growth,24-11-2022,62.6001
125497,SBI Small Cap Fund - Direct Plan - Growth,25-11-2022,62.6729
125497,SBI Small Cap Fund - Direct Plan - Growth,26-11-2022,62.9507
125497,SBI Small Cap Fund - Direct Plan - Growth,27-11-2022,62.8192
125497,SBI Small Cap Fund - Direct Plan - Growth,28-11-2022,62.0354
125497,SBI Small Cap Fund - Direct Plan - Growth,29-11-2022,62.4856
125497,SBI Small Cap Fund - Direct Plan - Growth,30-11-2022,62.1454
125497,SBI Small Cap Fund - Direct Plan - Growth,01-12-2022,62.5269
125497,SBI Small Cap Fund - Direct Plan - Growth,02-12-2022,62.489
125497,SBI Small Cap Fund - Direct Plan - Growth,03-12-2022,62.0183
125497,SBI Small Cap Fund - Direct Plan - Growth,04-12-2022,62.1274
125497,SBI Small Cap Fund - Direct Plan - Growth,05-12-2022,62.9238
125497,SBI Small Cap Fund - Direct Plan - Growth,06-12-2022,62.1724
125497,SBI Small Cap Fund - Direct Plan - Growth,07-12-2022,61.2997
125497,SBI Small Cap Fund - Direct Plan - Growth,08-12-2022,61.0904
125497,SBI Small Cap Fund - Direct Plan - Growth,09-12-2022,61.1955
125497,SBI Small Cap Fund - Direct Plan - Growth,10-12-2022,60.96
125497,SBI Small Cap Fund - Direct Plan - Growth,11-12-2022,60.9106
125497,SBI Small Cap Fund - Direct Plan - Growth,12-12-2022,61.054
125497,SBI Small Cap Fund - Direct Plan - Growth,13-12-2022,59.8859
125497,SBI Small Cap Fund - Direct Plan - Growth,14-12-2022,58.9107
125497,SBI Small Cap Fund - Direct Plan - Growth,15-12-2022,58.1503
125497,SBI Small Cap Fund - Direct Plan - Growth,16-12-2022,58.6043
125497,SBI Small Cap Fund - Direct Plan - Growth,17-12-2022,58.3492
125497,SBI Small Cap Fund - Direct Plan - Growth,18-12-2022,59.4377
125497,SBI Small Cap Fund - Direct Plan - Growth,19-12-2022,60.6502
125497,SBI Small Cap Fund - Direct Plan - Growth,20-12-2022,60.5313
125497,SBI Small Cap Fund - Direct Plan - Growth,21-12-2022,60.4559
125497,SBI Small Cap Fund - Direct Plan - Growth,22-12-2022,59.6128
125497,SBI Small Cap Fund - Direct Plan - Growth,23-12-2022,59.5418
125497,SBI Small Cap Fund - Direct Plan - Growth,24-12-2022,59.7393
125497,SBI Small Cap Fund - Direct Plan - Growth,25-12-2022,59.3073
125497,SBI Small Cap Fund - Direct Plan - Growth,26-12-2022,59.1664
125497,SBI Small Cap Fund - Direct Plan - Growth,27-12-2022,59.1119
125497,SBI Small Cap Fund - Direct Plan - Growth,28-12-2022,60.1222
125497,SBI Small Cap Fund - Direct Plan - Growth,29-12-2022,59.9103
125497,SBI Small Cap Fund - Direct Plan - Growth,30-12-2022,60.373
125497,SBI Small Cap Fund - Direct Plan - Growth,31-12-2022,60.3893
125497,SBI Small Cap Fund - Direct Plan - Growth,01-01-2023,60.3569
125497,SBI Small Cap Fund - Direct Plan - Growth,02-01-2023,61.1602
125497,SBI Small Cap Fund - Direct Plan - Growth,03-01-2023,60.8135
